model,json_file,section,BERTScore_F1,BERTScore_P,BERTScore_R,F,R,A,C,U
goldfish-models/mal_mlym_100mb,p2rnzbc1.json,intended_use,-0.10160257667303085,0.10287941247224808,-0.2934235632419586,5,5,5,5,5
goldfish-models/mal_mlym_100mb,p2rnzbc1.json,generative_capabilities,-0.17932575941085815,-0.0043348404578864574,-0.3458815813064575,4,5,4,4,4
goldfish-models/mal_mlym_100mb,p2rnzbc1.json,safety_considerations,-0.666618287563324,-0.6439565420150757,-0.694403350353241,2,3,2,3,2
goldfish-models/mal_mlym_100mb,p2rnzbc1.json,training_data,-0.1401975303888321,-0.0041335574351251125,-0.2724537253379822,5,5,5,5,5
goldfish-models/mal_mlym_100mb,p2rnzbc1.json,performance_metrics,-0.2559452950954437,-0.11717193573713303,-0.3907943367958069,4,4,4,4,4
goldfish-models/mal_mlym_100mb,p2rnzbc1.json,ethical_considerations,-0.7108087539672852,-0.7352195978164673,-0.6917448043823242,2,3,2,3,2
goldfish-models/mal_mlym_100mb,p2rnzbc1.json,caveats_recommendations,-0.07585989683866501,0.16248081624507904,-0.2960810959339142,4,4,4,5,4
goldfish-models/mal_mlym_100mb,fjotg6jn.json,model_details,-0.22221621870994568,-0.12306609749794006,-0.32117074728012085,4,5,4,4,4
goldfish-models/mal_mlym_100mb,fjotg6jn.json,intended_use,-0.2730620205402374,-0.08629247546195984,-0.449797660112381,5,5,4,4,4
goldfish-models/mal_mlym_100mb,fjotg6jn.json,generative_capabilities,-0.1657816469669342,0.016780083999037743,-0.3388707637786865,4,4,3,4,3
goldfish-models/mal_mlym_100mb,fjotg6jn.json,safety_considerations,-0.666618287563324,-0.6439565420150757,-0.694403350353241,1,2,1,2,1
goldfish-models/mal_mlym_100mb,fjotg6jn.json,training_data,-0.1691765934228897,-0.009311027824878693,-0.32254356145858765,5,5,4,5,4
goldfish-models/mal_mlym_100mb,fjotg6jn.json,performance_metrics,-0.30869922041893005,-0.1675974428653717,-0.445689857006073,3,4,3,3,3
goldfish-models/mal_mlym_100mb,fjotg6jn.json,ethical_considerations,-0.7108087539672852,-0.7352195978164673,-0.6917448043823242,2,3,2,2,2
goldfish-models/mal_mlym_100mb,fjotg6jn.json,caveats_recommendations,-0.23225732147693634,-0.0017457513604313135,-0.4458249807357788,3,4,3,3,3
goldfish-models/mal_mlym_100mb,a9zn9i9h.json,model_details,-0.048480309545993805,0.11763746291399002,-0.2072046548128128,4,5,4,4,4
goldfish-models/mal_mlym_100mb,a9zn9i9h.json,intended_use,-0.25684303045272827,-0.06076028570532799,-0.4415198266506195,5,5,4,4,4
goldfish-models/mal_mlym_100mb,a9zn9i9h.json,generative_capabilities,-0.21290545165538788,0.009153609164059162,-0.419467568397522,3,4,3,3,3
goldfish-models/mal_mlym_100mb,a9zn9i9h.json,safety_considerations,-0.666618287563324,-0.6439565420150757,-0.694403350353241,1,1,1,1,1
goldfish-models/mal_mlym_100mb,a9zn9i9h.json,training_data,-0.1810615509748459,-0.09574146568775177,-0.26712626218795776,5,5,4,5,4
goldfish-models/mal_mlym_100mb,a9zn9i9h.json,performance_metrics,-0.2776870131492615,-0.13424880802631378,-0.41670674085617065,3,4,3,3,3
goldfish-models/mal_mlym_100mb,a9zn9i9h.json,ethical_considerations,-0.7108087539672852,-0.7352195978164673,-0.6917448043823242,1,2,1,2,1
goldfish-models/mal_mlym_100mb,a9zn9i9h.json,caveats_recommendations,-0.6117284297943115,-0.5275812745094299,-0.6977605819702148,1,2,1,2,1
goldfish-models/mal_mlym_100mb,0dxho87f.json,model_details,-0.22831390798091888,-0.23192988336086273,-0.2286948263645172,5,5,5,5,5
goldfish-models/mal_mlym_100mb,0dxho87f.json,intended_use,-0.17308008670806885,0.04192810133099556,-0.3737667500972748,5,5,5,5,5
goldfish-models/mal_mlym_100mb,0dxho87f.json,generative_capabilities,-0.16444562375545502,0.010174175724387169,-0.33067142963409424,4,4,4,4,4
goldfish-models/mal_mlym_100mb,0dxho87f.json,safety_considerations,-0.2171960175037384,-0.09445098787546158,-0.3376238942146301,3,3,3,3,3
goldfish-models/mal_mlym_100mb,0dxho87f.json,training_data,-0.14361542463302612,-0.049802202731370926,-0.2374664843082428,5,5,5,5,5
goldfish-models/mal_mlym_100mb,0dxho87f.json,performance_metrics,-0.24944853782653809,-0.091803178191185,-0.4009515047073364,4,4,4,4,4
goldfish-models/mal_mlym_100mb,0dxho87f.json,ethical_considerations,-0.18688800930976868,-0.037673916667699814,-0.3308999538421631,4,4,4,4,4
goldfish-models/mal_mlym_100mb,0dxho87f.json,caveats_recommendations,-0.18807287514209747,0.020949017256498337,-0.383715957403183,5,5,5,5,5
ai4bharat/indic-parler-tts,00terkmb.json,model_details,-0.7719032764434814,-0.7580950856208801,-0.7913433313369751,1,2,1,2,1
ai4bharat/indic-parler-tts,00terkmb.json,intended_use,-0.6837165951728821,-0.5683788061141968,-0.7983031868934631,1,2,1,2,1
ai4bharat/indic-parler-tts,00terkmb.json,generative_capabilities,-0.3743089437484741,-0.22585317492485046,-0.5178757905960083,4,5,4,4,4
ai4bharat/indic-parler-tts,00terkmb.json,safety_considerations,-0.7087515592575073,-0.6255425214767456,-0.794147253036499,1,2,1,2,1
ai4bharat/indic-parler-tts,00terkmb.json,training_data,-0.7087515592575073,-0.6255425214767456,-0.794147253036499,1,2,1,2,1
ai4bharat/indic-parler-tts,00terkmb.json,performance_metrics,-0.41571754217147827,-0.2897632420063019,-0.5393730401992798,4,5,4,4,4
ai4bharat/indic-parler-tts,00terkmb.json,ethical_considerations,-0.7523557543754578,-0.7174447178840637,-0.7922951579093933,1,2,1,2,1
ai4bharat/indic-parler-tts,00terkmb.json,caveats_recommendations,-0.6566022634506226,-0.5081869959831238,-0.8004159927368164,1,2,1,2,1
ai4bharat/indic-parler-tts,y9ipa2vo.json,model_details,-0.7719032764434814,-0.7580950856208801,-0.7913433313369751,1,2,1,2,1
ai4bharat/indic-parler-tts,y9ipa2vo.json,intended_use,-0.6837165951728821,-0.5683788061141968,-0.7983031868934631,1,2,1,2,1
ai4bharat/indic-parler-tts,y9ipa2vo.json,generative_capabilities,-0.3920588791370392,-0.23728811740875244,-0.5411848425865173,4,5,4,4,4
ai4bharat/indic-parler-tts,y9ipa2vo.json,safety_considerations,-0.7087515592575073,-0.6255425214767456,-0.794147253036499,1,2,1,2,1
ai4bharat/indic-parler-tts,y9ipa2vo.json,training_data,-0.7087515592575073,-0.6255425214767456,-0.794147253036499,1,2,1,2,1
ai4bharat/indic-parler-tts,y9ipa2vo.json,performance_metrics,-0.3598780333995819,-0.16194984316825867,-0.5461022853851318,4,5,4,4,4
ai4bharat/indic-parler-tts,y9ipa2vo.json,ethical_considerations,-0.7523557543754578,-0.7174447178840637,-0.7922951579093933,1,2,1,2,1
ai4bharat/indic-parler-tts,y9ipa2vo.json,caveats_recommendations,-0.6566022634506226,-0.5081869959831238,-0.8004159927368164,1,2,1,2,1
ai4bharat/indic-parler-tts,i8uyyf1i.json,model_details,-0.16175206005573273,0.003462141612544656,-0.3197929859161377,5,5,5,5,5
ai4bharat/indic-parler-tts,i8uyyf1i.json,intended_use,-0.04391675069928169,0.37996500730514526,-0.40805819630622864,5,5,5,5,5
ai4bharat/indic-parler-tts,i8uyyf1i.json,generative_capabilities,-0.3663522005081177,-0.11506252735853195,-0.5967273712158203,4,5,4,4,4
ai4bharat/indic-parler-tts,i8uyyf1i.json,safety_considerations,-0.7087515592575073,-0.6255425214767456,-0.794147253036499,1,2,1,2,1
ai4bharat/indic-parler-tts,i8uyyf1i.json,training_data,-0.036960165947675705,0.24127982556819916,-0.289826899766922,5,5,5,5,5
ai4bharat/indic-parler-tts,i8uyyf1i.json,performance_metrics,-0.7087515592575073,-0.6255425214767456,-0.794147253036499,1,2,1,2,1
ai4bharat/indic-parler-tts,i8uyyf1i.json,ethical_considerations,-0.7523557543754578,-0.7174447178840637,-0.7922951579093933,1,2,1,2,1
ai4bharat/indic-parler-tts,i8uyyf1i.json,caveats_recommendations,-0.4156387746334076,-0.13734304904937744,-0.6675044298171997,3,4,3,4,3
ai4bharat/indic-parler-tts,rym81cmf.json,model_details,0.03977486491203308,0.1777571141719818,-0.09390532970428467,5,5,5,5,5
ai4bharat/indic-parler-tts,rym81cmf.json,intended_use,-0.1038031280040741,0.25753211975097656,-0.4212280511856079,5,5,5,5,5
ai4bharat/indic-parler-tts,rym81cmf.json,generative_capabilities,-0.23425091803073883,0.13146516680717468,-0.5541834831237793,4,5,4,4,4
ai4bharat/indic-parler-tts,rym81cmf.json,safety_considerations,-0.23398251831531525,-0.052378907799720764,-0.4062754213809967,2,4,2,3,2
ai4bharat/indic-parler-tts,rym81cmf.json,training_data,-0.10749897360801697,0.10567650198936462,-0.30667194724082947,5,5,5,5,5
ai4bharat/indic-parler-tts,rym81cmf.json,performance_metrics,-0.7087515592575073,-0.6255425214767456,-0.794147253036499,1,3,1,3,1
ai4bharat/indic-parler-tts,rym81cmf.json,ethical_considerations,-0.5161970853805542,-0.36982300877571106,-0.6580900549888611,2,4,2,3,2
ai4bharat/indic-parler-tts,rym81cmf.json,caveats_recommendations,-0.037056226283311844,0.2511090934276581,-0.2978864908218384,3,4,3,4,3
ai4bharat/indic-parler-tts,tdrluxm6.json,model_details,-0.3316049575805664,-0.15243858098983765,-0.501837968826294,3,4,3,3,3
ai4bharat/indic-parler-tts,tdrluxm6.json,intended_use,-0.6837165951728821,-0.5683788061141968,-0.7983031868934631,1,2,1,2,1
ai4bharat/indic-parler-tts,tdrluxm6.json,generative_capabilities,-0.7087515592575073,-0.6255425214767456,-0.794147253036499,1,2,1,2,1
ai4bharat/indic-parler-tts,tdrluxm6.json,safety_considerations,-0.7087515592575073,-0.6255425214767456,-0.794147253036499,1,2,1,2,1
ai4bharat/indic-parler-tts,tdrluxm6.json,training_data,-0.35701143741607666,-0.1659914255142212,-0.537379801273346,4,4,4,4,4
ai4bharat/indic-parler-tts,tdrluxm6.json,performance_metrics,-0.45063960552215576,-0.3179963231086731,-0.5803187489509583,3,4,3,3,3
ai4bharat/indic-parler-tts,tdrluxm6.json,ethical_considerations,-0.3927711844444275,-0.18755312263965607,-0.585124135017395,3,4,3,3,3
ai4bharat/indic-parler-tts,tdrluxm6.json,caveats_recommendations,-0.6566022634506226,-0.5081869959831238,-0.8004159927368164,1,2,1,2,1
ai4bharat/indic-parler-tts,0an0jbzu.json,model_details,-0.18666799366474152,-0.06879109144210815,-0.30263736844062805,4,5,4,4,4
ai4bharat/indic-parler-tts,0an0jbzu.json,intended_use,-0.6837165951728821,-0.5683788061141968,-0.7983031868934631,1,2,1,2,1
ai4bharat/indic-parler-tts,0an0jbzu.json,generative_capabilities,-0.1939777433872223,0.24814680218696594,-0.5698623061180115,2,3,2,3,2
ai4bharat/indic-parler-tts,0an0jbzu.json,safety_considerations,-0.7087515592575073,-0.6255425214767456,-0.794147253036499,1,2,1,2,1
ai4bharat/indic-parler-tts,0an0jbzu.json,training_data,-0.28077858686447144,-0.10346309840679169,-0.4493993818759918,5,5,5,5,5
ai4bharat/indic-parler-tts,0an0jbzu.json,performance_metrics,-0.3873579204082489,-0.12893585860729218,-0.6234452128410339,3,4,3,3,3
ai4bharat/indic-parler-tts,0an0jbzu.json,ethical_considerations,-0.5161970853805542,-0.36982300877571106,-0.6580900549888611,2,3,2,3,2
ai4bharat/indic-parler-tts,0an0jbzu.json,caveats_recommendations,-0.34725603461265564,-0.044289376586675644,-0.6187332272529602,3,4,3,3,3
ai4bharat/indic-parler-tts,trutlq5v.json,model_details,-0.38548052310943604,-0.29044175148010254,-0.48102515935897827,2,4,2,4,2
ai4bharat/indic-parler-tts,trutlq5v.json,intended_use,-0.44799476861953735,-0.3015919029712677,-0.5898392796516418,4,5,4,5,4
ai4bharat/indic-parler-tts,trutlq5v.json,generative_capabilities,-0.3743089437484741,-0.22585317492485046,-0.5178757905960083,5,5,5,5,5
ai4bharat/indic-parler-tts,trutlq5v.json,safety_considerations,-0.4542686939239502,-0.2301880270242691,-0.6622614860534668,4,5,4,5,4
ai4bharat/indic-parler-tts,trutlq5v.json,training_data,-0.33678194880485535,-0.10064972937107086,-0.5548499226570129,3,5,3,4,3
ai4bharat/indic-parler-tts,trutlq5v.json,performance_metrics,-0.4111801087856293,-0.28576162457466125,-0.5343480706214905,5,5,5,5,5
ai4bharat/indic-parler-tts,trutlq5v.json,ethical_considerations,-0.4324987530708313,-0.2653503119945526,-0.5924193263053894,4,5,4,5,3
ai4bharat/indic-parler-tts,trutlq5v.json,caveats_recommendations,-0.4197623133659363,-0.24746830761432648,-0.5841184854507446,5,5,5,5,5
aether-raid/WLV3t-SG-FE-HLBT,4ftq3tq1.json,model_details,-0.4262767434120178,-0.26905548572540283,-0.5775738954544067,3,5,3,4,3
aether-raid/WLV3t-SG-FE-HLBT,4ftq3tq1.json,intended_use,-0.6889593005180359,-0.5103034973144531,-0.858802080154419,2,5,2,4,2
aether-raid/WLV3t-SG-FE-HLBT,4ftq3tq1.json,generative_capabilities,-0.708060085773468,-0.5642791986465454,-0.8478726744651794,1,5,1,3,1
aether-raid/WLV3t-SG-FE-HLBT,4ftq3tq1.json,safety_considerations,-0.708060085773468,-0.5642791986465454,-0.8478726744651794,1,5,1,5,1
aether-raid/WLV3t-SG-FE-HLBT,4ftq3tq1.json,training_data,-0.4204552173614502,-0.2179896980524063,-0.6104822754859924,5,5,5,5,5
aether-raid/WLV3t-SG-FE-HLBT,4ftq3tq1.json,performance_metrics,-0.42226552963256836,-0.2122596651315689,-0.6186094284057617,5,5,5,5,5
aether-raid/WLV3t-SG-FE-HLBT,4ftq3tq1.json,ethical_considerations,-0.7427847385406494,-0.6463525295257568,-0.840386152267456,1,5,1,5,1
aether-raid/WLV3t-SG-FE-HLBT,4ftq3tq1.json,caveats_recommendations,-0.6683473587036133,-0.45263105630874634,-0.8691694140434265,1,5,1,5,1
aether-raid/WLV3t-SG-FE-HLBT,s05wnwlc.json,model_details,-0.7624120712280273,-0.686482846736908,-0.8411986231803894,5,5,5,5,5
aether-raid/WLV3t-SG-FE-HLBT,s05wnwlc.json,intended_use,-0.6889593005180359,-0.5103034973144531,-0.858802080154419,3,5,3,4,3
aether-raid/WLV3t-SG-FE-HLBT,s05wnwlc.json,generative_capabilities,-0.708060085773468,-0.5642791986465454,-0.8478726744651794,3,5,3,4,3
aether-raid/WLV3t-SG-FE-HLBT,s05wnwlc.json,safety_considerations,-0.708060085773468,-0.5642791986465454,-0.8478726744651794,1,5,1,5,1
aether-raid/WLV3t-SG-FE-HLBT,s05wnwlc.json,training_data,-0.4470271170139313,-0.19314448535442352,-0.6793198585510254,3,5,3,4,3
aether-raid/WLV3t-SG-FE-HLBT,s05wnwlc.json,performance_metrics,-0.35207563638687134,-0.09299743175506592,-0.5887738466262817,1,5,1,4,1
aether-raid/WLV3t-SG-FE-HLBT,s05wnwlc.json,ethical_considerations,-0.7427847385406494,-0.6463525295257568,-0.840386152267456,1,5,1,5,1
aether-raid/WLV3t-SG-FE-HLBT,s05wnwlc.json,caveats_recommendations,-0.6683473587036133,-0.45263105630874634,-0.8691694140434265,1,5,1,5,1
aether-raid/WLV3t-SG-FE-HLBT,83gy1fko.json,model_details,-0.2530832886695862,-0.02463012933731079,-0.464923620223999,2,5,2,3,2
aether-raid/WLV3t-SG-FE-HLBT,83gy1fko.json,intended_use,-0.3934192359447479,-0.039085373282432556,-0.7038326263427734,5,5,5,5,5
aether-raid/WLV3t-SG-FE-HLBT,83gy1fko.json,generative_capabilities,-0.6675559282302856,-0.47736483812332153,-0.8471489548683167,4,5,4,4,4
aether-raid/WLV3t-SG-FE-HLBT,83gy1fko.json,safety_considerations,-0.6988301873207092,-0.5331867933273315,-0.8575721979141235,1,5,1,5,1
aether-raid/WLV3t-SG-FE-HLBT,83gy1fko.json,training_data,-0.5234796404838562,-0.2669779062271118,-0.7576860785484314,3,5,3,4,3
aether-raid/WLV3t-SG-FE-HLBT,83gy1fko.json,performance_metrics,-0.4017340838909149,-0.051998984068632126,-0.7086560130119324,5,5,5,5,5
aether-raid/WLV3t-SG-FE-HLBT,83gy1fko.json,ethical_considerations,-0.7427847385406494,-0.6463525295257568,-0.840386152267456,1,5,1,5,1
aether-raid/WLV3t-SG-FE-HLBT,83gy1fko.json,caveats_recommendations,-0.6683473587036133,-0.45263105630874634,-0.8691694140434265,4,5,4,5,4
aether-raid/WLV3t-SG-FE-HLBT,ldxb7gbd.json,model_details,-0.3106398582458496,-0.09767965227365494,-0.509529709815979,4,5,4,4,4
aether-raid/WLV3t-SG-FE-HLBT,ldxb7gbd.json,intended_use,-0.3783854842185974,-0.002265762537717819,-0.7050455212593079,5,5,5,5,5
aether-raid/WLV3t-SG-FE-HLBT,ldxb7gbd.json,generative_capabilities,-0.3252590000629425,-0.026278246194124222,-0.5937107801437378,4,5,4,4,4
aether-raid/WLV3t-SG-FE-HLBT,ldxb7gbd.json,safety_considerations,-0.708060085773468,-0.5642791986465454,-0.8478726744651794,1,5,1,5,1
aether-raid/WLV3t-SG-FE-HLBT,ldxb7gbd.json,training_data,-0.31918954849243164,-0.015446096658706665,-0.5913839936256409,5,5,5,5,5
aether-raid/WLV3t-SG-FE-HLBT,ldxb7gbd.json,performance_metrics,-0.4584575593471527,-0.15739142894744873,-0.7279965877532959,5,5,5,5,5
aether-raid/WLV3t-SG-FE-HLBT,ldxb7gbd.json,ethical_considerations,-0.7427847385406494,-0.6463525295257568,-0.840386152267456,1,5,1,5,1
aether-raid/WLV3t-SG-FE-HLBT,ldxb7gbd.json,caveats_recommendations,-0.41112324595451355,-0.09553487598896027,-0.6920850872993469,5,5,5,5,5
aether-raid/WLV3t-SG-FE-HLBT,gbxnrwvb.json,model_details,-0.38086116313934326,-0.13038764894008636,-0.6105466485023499,4,5,4,4,4
aether-raid/WLV3t-SG-FE-HLBT,gbxnrwvb.json,intended_use,-0.3897753357887268,-0.05646718665957451,-0.6843802332878113,5,5,5,5,5
aether-raid/WLV3t-SG-FE-HLBT,gbxnrwvb.json,generative_capabilities,-0.3932889401912689,-0.06888023763895035,-0.6810980439186096,4,5,4,4,4
aether-raid/WLV3t-SG-FE-HLBT,gbxnrwvb.json,safety_considerations,-0.708060085773468,-0.5642791986465454,-0.8478726744651794,1,5,1,5,1
aether-raid/WLV3t-SG-FE-HLBT,gbxnrwvb.json,training_data,-0.4223562777042389,-0.1305694729089737,-0.6848128437995911,5,5,5,5,5
aether-raid/WLV3t-SG-FE-HLBT,gbxnrwvb.json,performance_metrics,-0.43899938464164734,-0.1755557358264923,-0.6789841651916504,5,5,5,5,5
aether-raid/WLV3t-SG-FE-HLBT,gbxnrwvb.json,ethical_considerations,-0.7427847385406494,-0.6463525295257568,-0.840386152267456,1,5,1,5,1
aether-raid/WLV3t-SG-FE-HLBT,gbxnrwvb.json,caveats_recommendations,-0.42065438628196716,-0.0738702192902565,-0.7252474427223206,5,5,5,5,5
aether-raid/WLV3t-SG-FE-HLBT,hza7x73q.json,model_details,-0.37251242995262146,-0.1857401579618454,-0.5492649674415588,1,5,1,5,1
aether-raid/WLV3t-SG-FE-HLBT,hza7x73q.json,intended_use,-0.3892572224140167,-0.01798849180340767,-0.7122660875320435,1,5,1,5,1
aether-raid/WLV3t-SG-FE-HLBT,hza7x73q.json,generative_capabilities,-0.3574768900871277,-0.05597618222236633,-0.6277705430984497,2,5,2,3,2
aether-raid/WLV3t-SG-FE-HLBT,hza7x73q.json,safety_considerations,-0.708060085773468,-0.5642791986465454,-0.8478726744651794,1,5,1,5,1
aether-raid/WLV3t-SG-FE-HLBT,hza7x73q.json,training_data,-0.3665439784526825,-0.08807430416345596,-0.6187021136283875,5,5,5,5,5
aether-raid/WLV3t-SG-FE-HLBT,hza7x73q.json,performance_metrics,-0.4237993061542511,-0.11784370243549347,-0.697274923324585,4,5,4,4,4
aether-raid/WLV3t-SG-FE-HLBT,hza7x73q.json,ethical_considerations,-0.7427847385406494,-0.6463525295257568,-0.840386152267456,1,5,1,5,1
aether-raid/WLV3t-SG-FE-HLBT,hza7x73q.json,caveats_recommendations,-0.41744840145111084,-0.08933188766241074,-0.7079595327377319,1,5,1,5,1
aether-raid/WLV3t-SG-FE-HLBT,xm0632cw.json,model_details,-0.3711538016796112,-0.29559126496315,-0.44860491156578064,1,5,1,2,1
aether-raid/WLV3t-SG-FE-HLBT,xm0632cw.json,intended_use,-0.35911840200424194,0.06194499135017395,-0.7184562683105469,1,5,1,1,1
aether-raid/WLV3t-SG-FE-HLBT,xm0632cw.json,generative_capabilities,-0.4389142692089081,-0.11778391897678375,-0.7239874601364136,1,5,1,1,1
aether-raid/WLV3t-SG-FE-HLBT,xm0632cw.json,safety_considerations,-0.4169800877571106,-0.02060658670961857,-0.7580942511558533,1,5,1,1,1
aether-raid/WLV3t-SG-FE-HLBT,xm0632cw.json,training_data,-0.4204552173614502,-0.2179896980524063,-0.6104822754859924,5,5,5,5,5
aether-raid/WLV3t-SG-FE-HLBT,xm0632cw.json,performance_metrics,-0.4366399049758911,-0.21939124166965485,-0.6390013098716736,3,5,3,3,3
aether-raid/WLV3t-SG-FE-HLBT,xm0632cw.json,ethical_considerations,-0.48203960061073303,-0.1663370281457901,-0.7627450227737427,1,5,1,1,1
aether-raid/WLV3t-SG-FE-HLBT,xm0632cw.json,caveats_recommendations,-0.4521253705024719,-0.04830336570739746,-0.7982911467552185,1,5,1,1,1
mav23/Qwen2.5-3B-GGUF,t04chsdi.json,model_details,-0.1130005270242691,-0.08084332197904587,-0.14830459654331207,5,5,5,5,5
mav23/Qwen2.5-3B-GGUF,t04chsdi.json,intended_use,-0.6194195747375488,-0.5789304375648499,-0.6643293499946594,1,5,1,1,1
mav23/Qwen2.5-3B-GGUF,t04chsdi.json,generative_capabilities,-0.6474839448928833,-0.6394947171211243,-0.6607804298400879,1,5,1,1,1
mav23/Qwen2.5-3B-GGUF,t04chsdi.json,safety_considerations,-0.6474839448928833,-0.6394947171211243,-0.6607804298400879,1,5,1,5,1
mav23/Qwen2.5-3B-GGUF,t04chsdi.json,training_data,-0.12010720372200012,-0.1119559034705162,-0.1318627893924713,5,5,5,5,5
mav23/Qwen2.5-3B-GGUF,t04chsdi.json,performance_metrics,-0.6474839448928833,-0.6394947171211243,-0.6607804298400879,1,5,1,5,1
mav23/Qwen2.5-3B-GGUF,t04chsdi.json,ethical_considerations,-0.6952360272407532,-0.7375829815864563,-0.6576574444770813,1,5,1,5,1
mav23/Qwen2.5-3B-GGUF,t04chsdi.json,caveats_recommendations,-0.5889561772346497,-0.5147331357002258,-0.6657180786132812,1,5,1,1,1
mav23/Qwen2.5-3B-GGUF,ngxu8uu0.json,model_details,-0.062399834394454956,0.001468058442696929,-0.1279986947774887,5,5,5,5,5
mav23/Qwen2.5-3B-GGUF,ngxu8uu0.json,intended_use,-0.6194195747375488,-0.5789304375648499,-0.6643293499946594,1,5,1,1,1
mav23/Qwen2.5-3B-GGUF,ngxu8uu0.json,generative_capabilities,-0.6474839448928833,-0.6394947171211243,-0.6607804298400879,1,5,1,1,1
mav23/Qwen2.5-3B-GGUF,ngxu8uu0.json,safety_considerations,-0.6474839448928833,-0.6394947171211243,-0.6607804298400879,1,5,1,5,1
mav23/Qwen2.5-3B-GGUF,ngxu8uu0.json,training_data,-0.10839176177978516,-0.08768483251333237,-0.1324959546327591,5,5,5,5,5
mav23/Qwen2.5-3B-GGUF,ngxu8uu0.json,performance_metrics,-0.6474839448928833,-0.6394947171211243,-0.6607804298400879,1,5,1,5,1
